sigungu_code,sigungu_nm,q,mode,run2_ms,run3_ms,median_ms,top_type,top_index,top_rows,rows_removed,md5_same
11620,관악구,스타벅스,on,3.847,4.08,3.963,Bitmap Index Scan on,idx_mpsn_sigungu,7889,,y
11620,관악구,스타벅스,off,8.626,8.666,8.646,Index Scan using,idx_mpsn_sigungu,15,7874,y
11620,관악구,미용실,on,11.553,11.576,11.565,Bitmap Index Scan on,idx_mpsn_names,2614,,y
11620,관악구,미용실,off,15.738,15.499,15.619,Index Scan using,idx_mpsn_sigungu,113,7776,y
11650,서초구,카페,on,248.968,248.606,248.787,Bitmap Index Scan on,idx_mpsn_names,184924,,y
11650,서초구,카페,off,41.829,42.134,41.981,Index Scan using,idx_mpsn_sigungu,306,6584,y
11650,서초구,학원,on,258.833,260.083,259.458,Bitmap Index Scan on,idx_mpsn_names,184924,,y
11650,서초구,학원,off,51.633,52.037,51.835,Index Scan using,idx_mpsn_sigungu,488,6402,y
11650,서초구,공인중개사,on,74.012,74.279,74.145,Bitmap Index Scan on,idx_mpsn_names,14180,,y
11650,서초구,공인중개사,off,74.844,74.427,74.636,Index Scan using,idx_mpsn_sigungu,634,6256,y
11650,서초구,편의점,on,2.301,2.298,2.3,Bitmap Index Scan on,idx_mpsn_sigungu,6890,,y
11650,서초구,편의점,off,8.037,7.952,7.995,Index Scan using,idx_mpsn_sigungu,5,6885,y
11650,서초구,스타벅스,on,19.672,19.817,19.745,Index Scan using,idx_mpsn_pnu,1,,y
11650,서초구,스타벅스,off,26.855,27.135,26.995,Index Scan using,idx_mpsn_sigungu,55,6835,y
11650,서초구,미용실,on,14.422,14.25,14.336,Bitmap Index Scan on,idx_mpsn_names,2614,,y
11650,서초구,미용실,off,20.322,20.651,20.486,Index Scan using,idx_mpsn_sigungu,70,6820,y
11680,강남구,카페,on,267.279,267.669,267.474,Bitmap Index Scan on,idx_mpsn_names,184924,,y
11680,강남구,카페,off,58.501,58.429,58.465,Index Scan using,idx_mpsn_sigungu,437,11496,y
11680,강남구,학원,on,288.626,285.022,286.824,Bitmap Index Scan on,idx_mpsn_names,184924,,y
11680,강남구,학원,off,77.969,78.106,78.037,Index Scan using,idx_mpsn_sigungu,880,11053,y
11680,강남구,공인중개사,on,103.405,103.384,103.394,Bitmap Index Scan on,idx_mpsn_names,14180,,y
11680,강남구,공인중개사,off,107.581,107.102,107.341,Index Scan using,idx_mpsn_sigungu,914,11019,y
11680,강남구,편의점,on,0.997,0.984,0.99,Bitmap Index Scan on,idx_mpsn_sigungu,11933,,y
11680,강남구,편의점,off,10.683,10.546,10.614,Index Scan using,idx_mpsn_sigungu,1,11932,y
11680,강남구,스타벅스,on,20.0,19.955,19.977,Bitmap Index Scan on,idx_mpsn_sigungu,11933,,y
11680,강남구,스타벅스,off,32.822,32.762,32.792,Index Scan using,idx_mpsn_sigungu,101,11832,y
11680,강남구,미용실,on,20.114,19.858,19.986,Bitmap Index Scan on,idx_mpsn_names,2614,,y
11680,강남구,미용실,off,30.154,30.48,30.317,Index Scan using,idx_mpsn_sigungu,88,11845,y
11710,송파구,카페,on,280.062,284.505,282.284,Bitmap Index Scan on,idx_mpsn_names,184924,,y
11710,송파구,카페,off,71.43,71.409,71.419,Index Scan using,idx_mpsn_sigungu,310,6713,y
11710,송파구,학원,on,275.341,276.157,275.749,Bitmap Index Scan on,idx_mpsn_names,184924,,y
11710,송파구,학원,off,67.025,67.136,67.081,Index Scan using,idx_mpsn_sigungu,535,6488,y
11710,송파구,공인중개사,on,101.11,101.135,101.123,Bitmap Index Scan on,idx_mpsn_names,14180,,y
11710,송파구,공인중개사,off,102.087,145.632,123.859,Index Scan using,idx_mpsn_sigungu,741,6282,y
11710,송파구,편의점,on,4.623,4.633,4.628,Bitmap Index Scan on,idx_mpsn_sigungu,7023,,y
11710,송파구,편의점,off,13.096,13.871,13.483,Index Scan using,idx_mpsn_sigungu,11,7012,y
11710,송파구,스타벅스,on,25.893,25.755,25.824,Index Scan using,idx_mpsn_pnu,1,,y
11710,송파구,스타벅스,off,42.941,42.892,42.916,Index Scan using,idx_mpsn_sigungu,39,6984,y
11710,송파구,미용실,on,16.59,16.704,16.647,Bitmap Index Scan on,idx_mpsn_names,2614,,y
11710,송파구,미용실,off,28.962,29.99,29.476,Index Scan using,idx_mpsn_sigungu,94,6929,y
11740,강동구,카페,on,234.776,233.654,234.215,Bitmap Index Scan on,idx_mpsn_names,184924,,y
11740,강동구,카페,off,25.927,26.078,26.002,Index Scan using,idx_mpsn_sigungu,232,5505,y
11740,강동구,학원,on,247.816,246.961,247.389,Bitmap Index Scan on,idx_mpsn_names,184924,,y
11740,강동구,학원,off,39.589,39.659,39.624,Index Scan using,idx_mpsn_sigungu,356,5381,y
11740,강동구,공인중개사,on,54.668,55.148,54.908,Bitmap Index Scan on,idx_mpsn_names,14180,,y
11740,강동구,공인중개사,off,54.39,53.957,54.174,Index Scan using,idx_mpsn_sigungu,582,5155,y
11740,강동구,편의점,on,1.751,1.762,1.756,Bitmap Index Scan on,idx_mpsn_sigungu,5737,,y
11740,강동구,편의점,off,5.134,5.166,5.15,Index Scan using,idx_mpsn_sigungu,7,5730,y
11740,강동구,스타벅스,on,5.528,5.46,5.494,Bitmap Index Scan on,idx_mpsn_names,731,,y
11740,강동구,스타벅스,off,9.493,9.598,9.546,Index Scan using,idx_mpsn_sigungu,19,5718,y
11740,강동구,미용실,on,12.067,11.998,12.032,Bitmap Index Scan on,idx_mpsn_names,2614,,y
11740,강동구,미용실,off,15.451,15.513,15.482,Index Scan using,idx_mpsn_sigungu,70,5667,y
30110,동구(대전),카페,on,228.308,227.32,227.814,Bitmap Index Scan on,idx_mpsn_names,184924,,y
30110,동구(대전),카페,off,18.211,18.346,18.279,Index Scan using,idx_mpsn_sigungu,161,5231,y
30110,동구(대전),학원,on,225.871,227.543,226.707,Bitmap Index Scan on,idx_mpsn_names,184924,,y
30110,동구(대전),학원,off,17.582,17.7,17.641,Index Scan using,idx_mpsn_sigungu,129,5263,y
30110,동구(대전),공인중개사,on,27.187,27.208,27.197,Bitmap Index Scan on,idx_mpsn_names,14180,,y
30110,동구(대전),공인중개사,off,25.676,26.269,25.972,Index Scan using,idx_mpsn_sigungu,268,5124,y
30110,동구(대전),편의점,on,1.8,1.733,1.767,Bitmap Index Scan on,idx_mpsn_sigungu,5392,,y
30110,동구(대전),편의점,off,4.201,4.192,4.197,Index Scan using,idx_mpsn_sigungu,3,5389,y
30110,동구(대전),스타벅스,on,2.781,2.749,2.765,Bitmap Index Scan on,idx_mpsn_names,731,,y
30110,동구(대전),스타벅스,off,5.539,5.598,5.569,Index Scan using,idx_mpsn_sigungu,7,5385,y
30110,동구(대전),미용실,on,12.63,12.785,12.707,Bitmap Index Scan on,idx_mpsn_names,2614,,y
30110,동구(대전),미용실,off,14.892,14.868,14.88,Index Scan using,idx_mpsn_sigungu,109,5283,y
30140,중구(대전),카페,on,227.831,226.36,227.096,Bitmap Index Scan on,idx_mpsn_names,184924,,y
30140,중구(대전),카페,off,19.11,19.028,19.069,Index Scan using,idx_mpsn_sigungu,169,5699,y
30140,중구(대전),학원,on,231.311,231.102,231.207,Bitmap Index Scan on,idx_mpsn_names,184924,,y
30140,중구(대전),학원,off,23.22,23.315,23.267,Index Scan using,idx_mpsn_sigungu,199,5669,y
30140,중구(대전),공인중개사,on,28.829,28.735,28.782,Bitmap Index Scan on,idx_mpsn_names,14180,,y
30140,중구(대전),공인중개사,off,27.834,27.838,27.836,Index Scan using,idx_mpsn_sigungu,224,5644,y
30140,중구(대전),편의점,on,1.706,1.651,1.679,Bitmap Index Scan on,idx_mpsn_sigungu,5868,,y
30140,중구(대전),편의점,off,4.478,4.513,4.495,Index Scan using,idx_mpsn_sigungu,6,5862,y
30140,중구(대전),스타벅스,on,2.268,2.173,2.22,Bitmap Index Scan on,idx_mpsn_names,731,,y
30140,중구(대전),스타벅스,off,5.549,5.412,5.481,Index Scan using,idx_mpsn_sigungu,7,5861,y
30140,중구(대전),미용실,on,14.431,14.153,14.292,Bitmap Index Scan on,idx_mpsn_names,2614,,y
30140,중구(대전),미용실,off,16.584,16.353,16.468,Index Scan using,idx_mpsn_sigungu,119,5749,y
30170,서구(대전),카페,on,244.911,245.743,245.327,Bitmap Index Scan on,idx_mpsn_names,184924,,y
30170,서구(대전),카페,off,36.685,36.672,36.678,Index Scan using,idx_mpsn_sigungu,327,8578,y
30170,서구(대전),학원,on,250.355,250.706,250.53,Bitmap Index Scan on,idx_mpsn_names,184924,,y
30170,서구(대전),학원,off,41.717,41.881,41.799,Index Scan using,idx_mpsn_sigungu,441,8464,y
30170,서구(대전),공인중개사,on,58.167,58.268,58.218,Bitmap Index Scan on,idx_mpsn_names,14180,,y
30170,서구(대전),공인중개사,off,58.558,58.752,58.655,Index Scan using,idx_mpsn_sigungu,597,8308,y
30170,서구(대전),편의점,on,1.808,1.768,1.788,Bitmap Index Scan on,idx_mpsn_sigungu,8905,,y
30170,서구(대전),편의점,off,6.754,6.755,6.755,Index Scan using,idx_mpsn_sigungu,7,8898,y
30170,서구(대전),스타벅스,on,7.936,7.856,7.896,Bitmap Index Scan on,idx_mpsn_sigungu,8905,,y
30170,서구(대전),스타벅스,off,13.952,13.904,13.928,Index Scan using,idx_mpsn_sigungu,30,8875,y
30170,서구(대전),미용실,on,16.815,16.394,16.605,Bitmap Index Scan on,idx_mpsn_names,2614,,y
30170,서구(대전),미용실,off,21.404,21.578,21.491,Index Scan using,idx_mpsn_sigungu,161,8744,y
30200,유성구,카페,on,241.051,243.112,242.082,Bitmap Index Scan on,idx_mpsn_names,184924,,y
30200,유성구,카페,off,33.933,33.642,33.788,Index Scan using,idx_mpsn_sigungu,297,6698,y
30200,유성구,학원,on,230.573,231.749,231.161,Bitmap Index Scan on,idx_mpsn_names,184924,,y
30200,유성구,학원,off,22.675,22.766,22.721,Index Scan using,idx_mpsn_sigungu,181,6814,y
30200,유성구,공인중개사,on,47.099,47.757,47.428,Bitmap Index Scan on,idx_mpsn_names,14180,,y
30200,유성구,공인중개사,off,47.654,47.075,47.365,Index Scan using,idx_mpsn_sigungu,447,6548,y
30200,유성구,편의점,on,1.322,1.305,1.313,Bitmap Index Scan on,idx_mpsn_sigungu,6995,,y
30200,유성구,편의점,off,4.923,5.087,5.005,Index Scan using,idx_mpsn_sigungu,4,6991,y
30200,유성구,스타벅스,on,6.852,7.004,6.928,Bitmap Index Scan on,idx_mpsn_sigungu,6995,,y
30200,유성구,스타벅스,off,11.798,11.238,11.518,Index Scan using,idx_mpsn_sigungu,21,6974,y
30200,유성구,미용실,on,10.167,10.231,10.199,Bitmap Index Scan on,idx_mpsn_names,2614,,y
30200,유성구,미용실,off,13.869,13.799,13.834,Index Scan using,idx_mpsn_sigungu,42,6953,y
30230,대덕구,카페,on,225.08,224.665,224.873,Bitmap Index Scan on,idx_mpsn_names,184924,,y
30230,대덕구,카페,off,16.632,16.307,16.47,Index Scan using,idx_mpsn_sigungu,122,4121,y
30230,대덕구,학원,on,219.822,220.032,219.927,Bitmap Index Scan on,idx_mpsn_names,184924,,y
30230,대덕구,학원,off,11.677,11.588,11.633,Index Scan using,idx_mpsn_sigungu,44,4199,y
30230,대덕구,공인중개사,on,22.872,22.97,22.921,Bitmap Index Scan on,idx_mpsn_names,14180,,y
30230,대덕구,공인중개사,off,21.847,21.869,21.858,Index Scan using,idx_mpsn_sigungu,161,4082,y
30230,대덕구,편의점,on,2.495,2.518,2.506,Bitmap Index Scan on,idx_mpsn_sigungu,4243,,y
30230,대덕구,편의점,off,4.44,4.747,4.594,Index Scan using,idx_mpsn_sigungu,9,4234,y
30230,대덕구,스타벅스,on,1.498,1.537,1.518,Bitmap Index Scan on,idx_mpsn_names,731,,y
30230,대덕구,스타벅스,off,3.719,3.722,3.72,Index Scan using,idx_mpsn_sigungu,5,4238,y
30230,대덕구,미용실,on,10.475,10.179,10.327,Bitmap Index Scan on,idx_mpsn_names,2614,,y
30230,대덕구,미용실,off,11.924,11.815,11.869,Index Scan using,idx_mpsn_sigungu,87,4156,y
